Date time,Automatic Weather Station,Maximum Air Temperature Since Midnight(degree Celsius),Minimum Air Temperature Since Midnight(degree Celsius)
202301030300,Chek Lap Kok,18.4,16.9
202301030300,Cheung Chau,15.9,15.4
202301030300,Clear Water Bay,16.3,14.8
202301030300,Happy Valley,18.0,17.6
202301030300,HK Observatory,17.8,17.2
202301030300,HK Park,17.4,16.9
202301030300,Kai Tak Runway Park,17.7,17.1
202301030300,Kau Sai Chau,15.7,15.2
202301030300,King's Park,17.1,16.5
202301030300,Kowloon City,N/A /
202301030300,Kwun Tong,16.3,15.8
202301030300,Lau Fau Shan,16.7,15.6
202301030300,Ngong Ping,12.1,11.0
202301030300,Pak Tam Chung,15.4,14.8
202301030300,Peng Chau,16.9,16.1
202301030300,Sai Kung,16.6,16.0
202301030300,Sha Tin,16.9,16.1
202301030300,Sham Shui Po,17.2,16.5
202301030300,Shau Kei Wan,16.5,16.3
202301030300,Shek Kong,16.6,15.5
202301030300,Sheung Shui,16.6,15.7
202301030300,Stanley,17.0,16.7
202301030300,Ta Kwu Ling,15.8,15.1
202301030300,Tai Lung,16.3,15.5
202301030300,Tai Mei Tuk,16.2,15.5
202301030300,Tai Mo Shan,10.6 /
202301030300,Tai Po,16.2,15.7
202301030300,Tate's Cairn,12.0,11.0
202301030300,The Peak,14.3,13.8
202301030300,Tseung Kwan O,16.4,16.0
202301030300,Tsing Yi,18.0,17.3
202301030300,Tsuen Wan Ho Koon,15.5,14.6
202301030300,Tsuen Wan Shing Mun Valley,16.0,14.7
202301030300,Tuen Mun,17.4,16.4
202301030300,Waglan Island,16.6,16.1
202301030300,Wetland Park,16.9,16.0
202301030300,Wong Chuk Hang,17.6,17.1
202301030300,Wong Tai Sin,17.2,16.5
202301030300,Yuen Long Park,16.8,15.5
